id_doc;original_name
Ner_Varios_076;Gibraltar
Ner_Varios_076;Portugal
Ner_Varios_076;Portugal
Ner_Varios_078;Barcelona
Ner_Varios_078;Barcelona
Ner_Varios_080;Santantoni
Ner_Varios_082;Herodes
Ner_Varios_083;Granada
Ner_Varios_084;Muyó
Ner_Varios_084;Rosselló
Ner_Varios_085;Seviya
Ner_Varios_085;Santiajo
Ner_Varios_085;Santiajo
Ner_Varios_086;Castilla
Ner_Varios_086;Castilla
Ner_Varios_086;Navarra
Ner_Varios_086;Aragón
Ner_Varios_086;Montpeller
Ner_Varios_086;Haro
Ner_Varios_086;Teruel
Ner_Varios_086;Aragón
Ner_Varios_086;Teruel
Ner_Varios_086;Teruel
Ner_Varios_087;Habana
Ner_Varios_087;Puerto-Rico
Ner_Varios_087;Barcelona
Ner_Varios_087;Valencia
Ner_Varios_087;Cádiz
Ner_Varios_087;Pamplona
Ner_Varios_087;Málaga
Ner_Varios_087;Habana
Ner_Varios_087;Cuba
Ner_Varios_087;moreria
Ner_Varios_087;Almería
Ner_Varios_087;Tolon
Ner_Varios_087;Nápoles
Ner_Varios_087;Santa Ana
Ner_Varios_087;Veracruz
Ner_Varios_087;Matanza
Ner_Varios_087;Santo Domingo
Ner_Varios_087;Buenos-Aires
Ner_Varios_087;Lóndres
Ner_Varios_087;Valladolid
Ner_Varios_087;China
Ner_Varios_087;Puerto-Ricó
Ner_Varios_090;Roselló
Ner_Varios_091;Nueva polka
Ner_Varios_091;Guero
Ner_Varios_094;Cofrentes
Ner_Varios_096;Sevilla
Ner_Varios_096;Habana
Ner_Varios_096;Sevilla
Ner_Varios_096;Habana
Ner_Varios_096;Valencia
Ner_Varios_096;Sevilla
Ner_Varios_096;España
Ner_Varios_096;Castilla
Ner_Varios_098;Sivilla
Ner_Varios_098;Sivilla
Ner_Varios_098;Triana
Ner_Varios_098;Sivilla
Ner_Varios_098;Alcazar
Ner_Varios_098;Napoles
Ner_Varios_098;Ingalaterra
Ner_Varios_098;Gran Bretaña
